Character_Name, Character_Type, Population,Aspect_Ratio,Japanese_Character
ra,Hiragana,9.375;0;25.565610859728505;32.69230769230769;0.9615384615384616;40.625;0;0;0;0;19.230769230769234;25.240384615384613;23.755656108597282;29.086538461538463;16.58653846153846;0;0;0.6787330316742082;23.317307692307693;44.71153846153847;24.759615384615387;28.846153846153843;29.411764705882355;6.971153846153847;0,0.6230769157409668,‚ç
ra,Hiragana,22.22222222222222;0;37.03703703703704;0;0;43.75;0;0;0;0;34.25925925925926;24.40087145969499;25.925925925925924;24.618736383442265;46.06481481481482;0;0;0;10.633484162895927;39.66346153846153;0;21.568627450980394;30.555555555555557;24.18300653594771;0,0.61654132604599,‚ç
ra,Hiragana,20.054945054945055;0;31.043956043956044;13.736263736263737;0;48.41269841269841;0;0;0;0;22.802197802197803;23.35164835164835;28.57142857142857;29.67032967032967;25;0;0;0;0.26455026455026454;52.910052910052904;10.714285714285714;23.9010989010989;31.043956043956044;33.24175824175824;8.791208791208792,0.5303030014038086,‚ç
ra,Hiragana,13.541666666666666;22.65625;29.6875;0;0;39;0;0;0;0;46.61458333333333;25;26.5625;24.479166666666664;2.604166666666667;0;0;0;7.5;59;17.708333333333336;27.864583333333332;32.03125;29.947916666666668;3.6458333333333335,0.6557376980781555,‚ç
ra,Hiragana,4.421052631578947;37.68421052631579;9.8;0;0;34.94736842105263;0;4.3999999999999995;0;0;39.27125506072874;23.684210526315788;23.076923076923077;29.1497975708502;4.251012145748987;0;0;0;1.4736842105263157;44.631578947368425;0;9.263157894736842;28.199999999999996;29.894736842105264;22.526315789473685,0.761904776096344,‚ç
ri,Hiragana,60.526315789473685;0;0;0;55.78947368421052;50;0;0;0;60;24.736842105263158;0;0;12.631578947368421;61.578947368421055;0;0;21.11111111111111;56.666666666666664;3.888888888888889;1.0526315789473684;43.15789473684211;42.63157894736842;0.5263157894736842;0,0.5376344323158264,‚è
ri,Hiragana,55.026455026455025;18.571428571428573;0;0;31.216931216931215;55.55555555555556;20;0;0;58.58585858585859;17.46031746031746;11.904761904761903;0;19.523809523809526;60.317460317460316;0;0;24.747474747474747;55.00000000000001;1.0101010101010102;32.804232804232804;44.761904761904766;31.216931216931215;0.4761904761904762;0,0.4392523467540741,‚è
ri,Hiragana,67.27272727272727;0;0;2.272727272727273;50.45454545454545;60;0;0;0;70;24.761904761904763;0;0;0;68.0952380952381;0;0;0;23.636363636363637;49.54545454545455;0;27.727272727272727;39.25619834710744;30.909090909090907;0,0.4678899049758911,‚è
ri,Hiragana,61.24401913875598;0;0;0;50.23923444976076;63.63636363636363;0;0;0;46.81818181818182;51.674641148325364;0;0;1.0526315789473684;65.07177033492823;0;0;0;52.5;18.636363636363637;0;7.368421052631578;44.97607655502392;35.26315789473684;0,0.5463917255401611,‚è
ri,Hiragana,53.71900826446281;0;0;0;38.429752066115704;54.54545454545454;0;0;0;57.85123966942148;38.095238095238095;0;0;1.4285714285714286;61.904761904761905;0;0;0;42.72727272727273;23.553719008264462;0;25.90909090909091;41.735537190082646;35.90909090909091;0,0.4862385392189026,‚è
ru,Hiragana,0;3.1578947368421053;35.526315789473685;40.78947368421053;66.05263157894737;0;0;18.947368421052634;39.473684210526315;1.5789473684210527;3.0555555555555554;48.61111111111111;60.83333333333333;34.72222222222222;20.833333333333336;35.26315789473684;6.578947368421052;5.526315789473684;36.84210526315789;48.1578947368421;0;0;36.84210526315789;38.68421052631579;31.05263157894737,1.063829779624939,‚é
ru,Hiragana,0;19.298245614035086;31.57894736842105;31.57894736842105;42.98245614035088;0;0;13.94736842105263;41.11111111111111;14.444444444444443;35.67251461988304;40.643274853801174;45.42936288088642;31.871345029239766;43.859649122807014;0;2.7777777777777777;32.89473684210527;34.44444444444444;46.38888888888889;0;24.561403508771928;40.99722991689751;42.39766081871345;9.941520467836257,0.938144326210022,‚é
ru,Hiragana,0;0.5681818181818182;27.07509881422925;31.25;46.590909090909086;0;0;15.612648221343871;35.60606060606061;13.636363636363635;38.69047619047619;60.11904761904761;46.58385093167702;28.76984126984127;1.3888888888888888;0;1.7045454545454544;31.818181818181817;25.946969696969695;29.166666666666668;0;14.772727272727273;35.96837944664031;44.31818181818182;10.984848484848484,1.0917431116104126,‚é
ru,Hiragana,0;0;24.41176470588235;32.1875;52.05882352941177;0;0;12.605042016806722;37.5;24.369747899159663;38.23529411764706;64.0625;54.70588235294118;34.6875;12.352941176470589;3.081232492997199;12.797619047619047;33.33333333333333;26.785714285714285;35.57422969187675;0;37.1875;32.35294117647059;49.6875;28.823529411764703,0.813725471496582,‚é
ru,Hiragana,0;0;24.50592885375494;37.74703557312253;56.126482213438734;0;6.238185255198488;32.32514177693761;24.574669187145556;0;36.36363636363637;46.24505928853755;28.063241106719367;30.039525691699602;24.703557312252965;0;0.945179584120983;30.623818525519848;30.623818525519848;29.111531190926275;0;25.09881422924901;34.58498023715415;34.78260869565217;11.857707509881422,1.0267857313156128,‚é
re,Hiragana,0;27.23809523809524;0;0;0;23.047619047619047;65.33333333333333;20.436507936507937;1.7142857142857144;22.666666666666664;26.200000000000003;61.4;33.958333333333336;53.800000000000004;24.8;36.19047619047619;37.714285714285715;0;30.0952380952381;0;0;27.80952380952381;0;29.904761904761905;13.904761904761905,1.192307710647583,‚ê
re,Hiragana,0;22.909698996655518;1.5050167224080269;0;0;3.0100334448160537;40.635451505016725;51.83946488294314;0;0;7.167832167832168;53.32167832167832;39.86013986013986;37.41258741258741;0;48.82943143812709;30.434782608695656;11.538461538461538;24.581939799331103;0;0;11.20401337792642;11.20401337792642;23.91304347826087;30.434782608695656,1.1403508186340332,‚ê
re,Hiragana,21.532091097308488;6.418219461697723;0;0;0;45;62.39130434782608;25.454545454545453;1.3043478260869565;22.82608695652174;62.11180124223602;46.790890269151134;31.601731601731604;58.59213250517599;18.219461697722565;27.608695652173914;2.1739130434782608;14.545454545454545;19.34782608695652;0;27.12215320910973;0;4.545454545454546;39.33747412008282;26.08695652173913,1.106796145439148,‚ê
re,Hiragana,0;27.609427609427613;14.772727272727273;0;0;19.805194805194805;55.55555555555556;44.967532467532465;12.962962962962962;0;31.462585034013607;67.3721340388007;45.57823129251701;11.992945326278658;0;23.214285714285715;24.410774410774412;29.383116883116884;4.882154882154882;0;0;21.885521885521886;0.6493506493506493;28.619528619528616;27.5974025974026,1.2660549879074097,‚ê
re,Hiragana,0;31.9047619047619;0;1.9047619047619049;0;26.75736961451247;59.863945578231295;63.33333333333333;14.285714285714285;0;38.80952380952381;65.23809523809524;28.000000000000004;40.23809523809524;50;13.83219954648526;42.40362811791383;5.952380952380952;34.467120181405896;0;0;14.285714285714285;0;23.809523809523807;35,1.0196079015731812,‚ê
ro,Hiragana,0;21.578947368421055;33.25;39.21052631578947;59;0;2.631578947368421;32.5;35.26315789473684;3;37.25;55.78947368421052;36;26.052631578947366;0;0;0;0;38.94736842105263;0;0;10;41.25;9.473684210526317;0,0.9800000190734863,‚ë
ro,Hiragana,0;2.5974025974025974;31.601731601731604;30.735930735930733;54.97835497835498;0;0;16.666666666666664;35.4978354978355;9.307359307359308;34.161490683229815;49.68944099378882;43.2712215320911;26.91511387163561;18.426501035196686;0;0;0;3.0303030303030303;32.467532467532465;0;0;4.112554112554113;40.25974025974026;2.1645021645021645,0.9459459185600281,‚ë
ro,Hiragana,0;16.05263157894737;31.38888888888889;41.578947368421055;44.72222222222222;0;3.9473684210526314;36.666666666666664;31.31578947368421;0.8333333333333334;38.30409356725146;54.016620498614955;39.473684210526315;36.84210526315789;45.614035087719294;0;0;0;0;43.888888888888886;0;0;4.444444444444445;42.10526315789473;9.722222222222223,0.9292929172515869,‚ë
ro,Hiragana,0.9523809523809524;30.32581453634085;30.714285714285715;51.8796992481203;60;18.571428571428573;47.86967418546366;48.333333333333336;25.563909774436087;4.761904761904762;24.5;17.36842105263158;15;15;34.75;0;0;0;14.536340852130325;29.761904761904763;0;0;29.523809523809526;27.31829573934837;0,0.942307710647583,‚ë
ro,Hiragana,0;5.303030303030303;26.08695652173913;33.33333333333333;51.515151515151516;0;12.648221343873518;31.947069943289225;27.07509881422925;0.1976284584980237;38.25757575757576;41.47727272727273;25;26.136363636363637;28.219696969696972;0;0;0;0;29.249011857707508;0;0;0;28.219696969696972;28.59848484848485,0.9406779408454895,‚ë
wa,Hiragana,2.6470588235294117;47.94117647058824;29.411764705882355;18.235294117647058;0;16.176470588235293;61.47058823529412;66.17647058823529;29.117647058823533;15;50.294117647058826;62.94117647058823;23.235294117647058;17.647058823529413;40;0;30;0;0;39.11764705882353;0;26.176470588235297;0;28.823529411764703;17.941176470588236,1.1764706373214722,‚í
wa,Hiragana,0;19.5;7.8125;0;0;7.000000000000001;43.333333333333336;58.854166666666664;2.666666666666667;0;35.04;61.28;31.333333333333336;24;35.52;0;20;8.333333333333332;0.16666666666666669;35.833333333333336;0;4;28.29861111111111;30.333333333333336;6,1.0247933864593506,‚í
wa,Hiragana,2.955665024630542;36.45320197044335;20.689655172413794;0.6157635467980296;0;2.6785714285714284;30.102040816326532;27.70935960591133;0.25510204081632654;0;38.30049261083744;54.187192118226605;22.11652794292509;20.935960591133004;24.876847290640395;0;21.428571428571427;0;0;26.02040816326531;0;21.182266009852217;0;10.344827586206897;19.58128078817734,0.9860140085220337,‚í
wa,Hiragana,12.3342175066313;40.716180371352785;4.871794871794872;0;0;0;34.73818646232439;27.901234567901234;0;0;37.798408488063664;57.824933687002655;24.358974358974358;23.076923076923077;32.228116710875334;0;24.010217113665387;0;0;25.03192848020434;0;14.986737400530503;0;18.037135278514587;19.363395225464192,1.1060606241226196,‚í
wa,Hiragana,0;26.08695652173913;0;0;0;28.428093645484946;59.030100334448164;36.52173913043478;0;0;44.481605351170565;56.85618729096989;29.391304347826086;26.254180602006688;44.81605351170568;0;23.578595317725753;0;23.745819397993312;17.892976588628763;0;24.91638795986622;0;5.016722408026756;0,1.121739149093628,‚í
wo,Hiragana,0;31.88405797101449;0;0;0;26.293995859213247;49.896480331262936;26.08695652173913;16.563146997929607;0;1.8633540372670807;52.38095238095239;56.30434782608695;40.78674948240166;26.70807453416149;0;35.81780538302277;0;21.325051759834366;0;0;33.54037267080746;29.782608695652176;12.215320910973086;0,0.904347836971283,‚ð
wo,Hiragana,0;0;35;0;0;30.92105263157895;48.026315789473685;48.026315789473685;31.57894736842105;8.552631578947368;0;10.625;60.9375;50;18.75;0;8.552631578947368;38.81578947368421;36.84210526315789;17.434210526315788;0;3.4375000000000004;41.5625;36.875;12.1875,0.8163265585899353,‚ð
wo,Hiragana,0;0;37.333333333333336;0;0;21.794871794871796;23.076923076923077;52.13675213675214;23.684210526315788;20.726495726495727;0;0;33.55555555555556;30.526315789473685;0;0;43.522267206477736;23.076923076923077;50.40485829959515;27.136752136752136;0;8.842105263157894;30.666666666666664;28.000000000000004;18,0.7244094610214233,‚ð
wo,Hiragana,0;10.4;30.75;0;0;26.201923076923077;58.71794871794872;28.125;23.589743589743588;0;0;22.400000000000002;28.499999999999996;26.13333333333333;0;24.759615384615387;34.87179487179487;31.25;50.256410256410255;26.201923076923077;4.5;33.33333333333333;29.25;25.866666666666667;17,0.6141732335090637,‚ð
wo,Hiragana,0;0;39.48863636363637;0;0;27.936507936507937;29.841269841269842;65.47619047619048;28.57142857142857;26.666666666666668;0;2.727272727272727;44.88636363636363;64.84848484848484;17.87878787878788;0;45.714285714285715;14.583333333333334;31.428571428571427;1.5873015873015872;0;3.3333333333333335;37.215909090909086;30.606060606060602;15.757575757575756,0.7037037014961243,‚ð
n,Hiragana,0;25.208333333333332;0;0;0;4.375;25.624999999999996;0;0;0;26.875;31.666666666666664;0;0;0;49.583333333333336;32.083333333333336;7.173913043478261;0;20.416666666666668;28.125;10.833333333333334;43.913043478260875;35.208333333333336;16.25,1.190000057220459,‚ñ
n,Hiragana,0;10.227272727272728;17.454545454545457;0;0;0;31.944444444444443;0.19047619047619047;0;0;6.545454545454546;35.03787878787879;27.090909090909093;0;0;44.57142857142857;27.579365079365083;28.19047619047619;0;4.380952380952381;32.72727272727273;0;29.818181818181817;30.113636363636363;33.27272727272727,1.1388888359069824,‚ñ
n,Hiragana,0;24.25;0;0;0;4;24.75;0;0;0;25.25;9.5;9.25;0;0;46.25;39.5;47.25;0;0.5;28.749999999999996;0;22.25;43;36.5,1,‚ñ
n,Hiragana,0;0;28.685897435897434;0;0;0;9.333333333333334;20.833333333333336;0;0;0;31.41025641025641;19.871794871794872;21.794871794871796;0;18.166666666666668;43.5;9;29.166666666666668;2.166666666666667;34.294871794871796;0;0;29.807692307692307;29.48717948717949,0.9375,‚ñ
n,Hiragana,0;4.891304347826087;28.92249527410208;0;0;0;32.57575757575758;0.592885375494071;0;0;15.03623188405797;30.434782608695656;0;0;0;46.590909090909086;40.53030303030303;3.9525691699604746;0;11.174242424242424;8.333333333333332;5.434782608695652;39.69754253308129;30.978260869565215;26.6304347826087,1.0530973672866821,‚ñ
ga,Hiragana,0;0;25.837320574162682;0;49.52153110047847;15.909090909090908;34.76190476190476;50.227272727272734;18.333333333333332;8.863636363636363;21.052631578947366;29.07268170426065;11.722488038277511;47.86967418546366;7.894736842105263;0.22727272727272727;35;0;10.952380952380953;26.590909090909093;22.48803827751196;10.275689223057643;7.4162679425837315;38.59649122807017;1.1961722488038278,1.113402009010315,‚ª
ga,Hiragana,0;2.430555555555556;21.014492753623188;0.6944444444444444;51.81159420289855;24.869565217391305;40;33.91304347826087;18.166666666666668;7.82608695652174;0;29.6875;1.4492753623188406;35.41666666666667;0;2.086956521739131;28.999999999999996;0;26.5;0;10.869565217391305;4.6875;1.4492753623188406;36.63194444444444;0,0.9590163826942444,‚ª
ga,Hiragana,0;12.237762237762238;10.839160839160838;0;38.46153846153847;7.8671328671328675;33.74125874125874;2.097902097902098;26.223776223776223;4.895104895104895;19.565217391304348;36.62207357859531;29.264214046822744;35.953177257525084;2.0066889632107023;0;27.972027972027973;0;25.699300699300696;0;0;18.181818181818183;11.888111888111888;27.447552447552447;0,1.1711711883544922,‚ª
ga,Hiragana,0;9.750566893424036;19.523809523809526;4.308390022675737;37.61904761904762;30.714285714285715;47.16553287981859;35.476190476190474;31.746031746031743;3.571428571428571;0;33.33333333333333;13.25;28.57142857142857;3.5000000000000004;0;34.467120181405896;5.476190476190476;27.66439909297052;0;20.476190476190474;14.965986394557824;25.238095238095237;6.349206349206349;0,0.9807692170143127,‚ª
ga,Hiragana,0;0;26.234567901234566;0;23.23717948717949;17.384615384615383;35.23076923076923;26.666666666666668;0;13.692307692307693;11.538461538461538;28.525641025641026;14.506172839506174;30.60897435897436;23.557692307692307;9.384615384615385;20.76923076923077;8.444444444444445;22.76923076923077;5.538461538461538;2.403846153846154;0;28.549382716049383;0;0,1.073770523071289,‚ª
gi,Hiragana,0;13.10344827586207;1.1494252873563218;29.13793103448276;42.69293924466338;6.972789115646258;54.285714285714285;28.061224489795915;24.642857142857146;0;20.19704433497537;48.10344827586207;32.84072249589491;3.620689655172414;0;10.714285714285714;4.642857142857143;25;0;0;10.83743842364532;29.48275862068965;24.137931034482758;2.586206896551724;0,0.7202796936035156,‚¬
gi,Hiragana,0.6172839506172839;19.1358024691358;11.851851851851853;28.39506172839506;34.72222222222222;4.4753086419753085;53.086419753086425;23.11111111111111;19.290123456790123;1.2345679012345678;27.380952380952383;25.892857142857146;43;0;0;7.561728395061729;4.62962962962963;17.77777777777778;0;0;3.2407407407407405;29.32098765432099;25.925925925925924;12.808641975308642;0,0.8897058963775635,‚¬
gi,Hiragana,5.128205128205128;0.38461538461538464;0.7326007326007326;34.23076923076923;38.46153846153847;9.157509157509157;40.76923076923077;37.54578754578755;6.538461538461539;0;34.095238095238095;65.4;29.523809523809526;0.4;0;12.087912087912088;11.538461538461538;26.190476190476193;0;0;9.340659340659341;25.576923076923073;23.076923076923077;4.807692307692308;0,0.7984496355056763,‚¬
gi,Hiragana,14.25438596491228;1.3157894736842104;0;37.5;37.719298245614034;6.140350877192982;42.76315789473684;33.33333333333333;1.3157894736842104;0;37.75743707093822;68.64988558352402;35.26570048309179;2.059496567505721;0;2.850877192982456;7.456140350877193;24.76851851851852;0;0;26.096491228070175;30.701754385964914;18.287037037037038;0;0,0.7899159789085388,‚¬
gi,Hiragana,0;15.483870967741936;1.488833746898263;28.774193548387096;29.03225806451613;6.800000000000001;39.2;40.51282051282051;26.266666666666666;0;19.612903225806452;25.290322580645164;40.69478908188586;0;0;6.4;13.200000000000001;9.615384615384617;0;0;0;13.548387096774196;26.674937965260547;13.93548387096774;0,0.8235294222831726,‚¬
gu,Hiragana,0;0;13.928571428571429;25.850340136054424;32.99319727891156;0;28.407224958949094;13.275862068965516;8.374384236453201;3.1198686371100166;41.83673469387755;6.292517006802721;0;0;0;10.50903119868637;26.76518883415435;24.137931034482758;0;0;0;0;8.035714285714286;30.782312925170068;0,0.7323943376541138,‚®
gu,Hiragana,0;0;9.911242603550296;20.307692307692307;32.544378698224854;0;26.222222222222225;14.529914529914532;9.777777777777779;18.091168091168093;29.585798816568047;6.3076923076923075;0;0;0;32.47863247863248;23.40740740740741;0.4273504273504274;0;0;0;4.461538461538462;32.544378698224854;5.230769230769231;0,0.9696969985961914,‚®
gu,Hiragana,0;0;0;21.428571428571427;50;0;8.571428571428571;39;5;19.28571428571429;27.61904761904762;31.428571428571427;0.5;0;0;37.61904761904762;21.428571428571427;0;0;0;0;19.523809523809526;39;6.904761904761905;0,1.0399999618530273,‚®
gu,Hiragana,0;0;0;13.596491228070176;39.25438596491228;0;5.473684210526316;20.210526315789473;24;22.315789473684212;28.728070175438596;30.92105263157895;0.43859649122807015;0;0;27.368421052631582;28.421052631578945;0;0;0;0;7.894736842105263;37.06140350877193;0.6578947368421052;0,0.7786885499954224,‚®
gu,Hiragana,0;0;10.681818181818182;36.19047619047619;48.86363636363637;0.9090909090909091;32.142857142857146;28.863636363636363;0;17.727272727272727;56.926406926406926;10.430839002267573;0;0;0;3.1818181818181817;35;20.454545454545457;0;0;0;0;24.31818181818182;17.61904761904762;0,1.0693069696426392,‚®
ge,Hiragana,22.15320910973085;0;14.285714285714285;20.833333333333336;36.231884057971016;28.57142857142857;0;29.606625258799173;21.825396825396826;28.778467908902694;27.12215320910973;28.76984126984127;50.31055900621118;8.333333333333332;0;25.672877846790893;0;30.434782608695656;0;0;35.81780538302277;0.992063492063492;24.016563146997928;0;0,1.1142857074737549,‚°
ge,Hiragana,26.588628762541806;0;20.5685618729097;1.2173913043478262;29.431438127090303;24.414715719063544;13.73913043478261;45.9866220735786;25.91304347826087;29.264214046822744;23.578595317725753;0;25.75250836120401;0;0;24.08026755852843;0;26.08695652173913;0;0;28.428093645484946;0;25.585284280936456;0;0,1.1130434274673462,‚°
ge,Hiragana,27.819548872180448;0;32.33082706766917;16.05263157894737;39.849624060150376;28.809523809523807;27.500000000000004;53.57142857142857;31.5;40;28.57142857142857;0;33.33333333333333;0;11.779448621553884;30.952380952380953;0;30.476190476190478;0;0;33.83458646616541;0;17.543859649122805;0;0,1.061855673789978,‚°
ge,Hiragana,16.485507246376812;0;6.340579710144928;2.840909090909091;38.224637681159415;28.166351606805296;0;30.434782608695656;0;31.568998109640834;29.71014492753623;12.31060606060606;47.82608695652174;25.189393939393938;9.96376811594203;30.434782608695656;0;29.300567107750474;0;0;31.15942028985507;0;20.652173913043477;0;0,0.9576271176338196,‚°
ge,Hiragana,25.34722222222222;0;24.82638888888889;9.027777777777777;44.09722222222222;20.833333333333336;18.57638888888889;47.22222222222222;25;21.52777777777778;20.833333333333336;0;28.6231884057971;0;0;22.395833333333336;0;27.77777777777778;0;0;10.243055555555555;15.79861111111111;20.65972222222222;0;0,1.0084034204483032,‚°
go,Hiragana,0;0.2717391304347826;6.25;6.521739130434782;59.78260869565217;46.08695652173913;43.47826086956522;34.20289855072463;44.63768115942029;20.28985507246377;0;0;0;4.619565217391304;0;9.27536231884058;0;0;0;0;31.521739130434785;42.934782608695656;43.20652173913043;19.565217391304348;0,1.4743589162826538,‚²
go,Hiragana,0;0;0;37.77089783281733;40.88235294117647;29.705882352941178;41.17647058823529;37.94117647058823;9.597523219814242;37.94117647058823;0;0;5.9375;0;0;0;0;0;0;0;42.35294117647059;39.0092879256966;36.470588235294116;12.074303405572756;0,1.1666666269302368,‚²
go,Hiragana,0;0;0;30.357142857142854;41.07142857142857;12.202380952380953;39.88095238095239;40.9375;6.845238095238096;16.071428571428573;7.142857142857142;0.5952380952380952;20;0.2976190476190476;0;0;0;0;0;0;38.98809523809524;43.452380952380956;38.75;16.666666666666664;0,1.2999999523162842,‚²
go,Hiragana,0;0;0;32;23;23.75;37.5;40.25;15.25;38.25;0;0;18.11764705882353;0;0;0;0;0;0;0;42.25;43;34.25;0;0,1.5432099103927612,‚²
go,Hiragana,0;0;0;5.88235294117647;34.705882352941174;33.33333333333333;33.33333333333333;27.22222222222222;36.24338624338625;41.94444444444444;0;0;39.11764705882353;0;1.1764705882352942;0;0;2.7777777777777777;0;0;40.88235294117647;40.33613445378151;35.294117647058826;24.089635854341736;0,1.1724138259887695,‚²
za,Hiragana,0;10.714285714285714;0;13.690476190476192;53.03030303030303;0;34.92063492063492;32.00757575757576;18.452380952380953;2.083333333333333;29.545454545454547;29.166666666666668;30.113636363636363;0;0;0;0;18.939393939393938;0;0;17.803030303030305;29.96031746031746;29.166666666666668;1.984126984126984;0,0.8999999761581421,‚´
za,Hiragana,0;16.883116883116884;0;27.48917748917749;42.857142857142854;0;33.98268398268398;31.97278911564626;21.428571428571427;22.90249433106576;29.22077922077922;35.12396694214876;21.861471861471863;0;0;1.1337868480725624;0;18.820861678004537;0;0;18.367346938775512;35.064935064935064;29.931972789115648;0;0,1.0094339847564697,‚´
za,Hiragana,0;10.582010582010582;0;22.22222222222222;40.35087719298245;0;37.301587301587304;12.030075187969924;21.164021164021165;6.516290726817042;31.100478468899524;37.878787878787875;40.430622009569376;0.25252525252525254;0;0;0;13.032581453634084;0;0;12.781954887218044;36.24338624338625;29.82456140350877;25.132275132275133;0,0.8773584961891174,‚´
za,Hiragana,1.3888888888888888;4.791666666666667;0;24.583333333333332;44.642857142857146;0.3968253968253968;38.75;25;18.958333333333332;9.920634920634921;28.968253968253972;44.79166666666667;15.674603174603174;0;0;0;0.20833333333333334;26.58730158730159;0;0;21.23015873015873;30.208333333333332;25.396825396825395;9.375;0,0.8583333492279053,‚´
za,Hiragana,0;5.203619909502263;0;14.93212669683258;37.60683760683761;0;19.90950226244344;33.33333333333333;29.185520361990953;2.564102564102564;23.504273504273502;28.50678733031674;46.794871794871796;3.167420814479638;0;0;0;4.05982905982906;20.588235294117645;0;11.752136752136751;28.50678733031674;26.70940170940171;23.076923076923077;1.9230769230769231,0.6769230961799622,‚´
ji,Hiragana,26.510721247563353;0;0;20.077972709551656;43.07992202729044;36.84210526315789;0;0;0;7.4074074074074066;36.032388663967616;0;0;0;0;37.62183235867446;0;0;0;6.432748538011696;13.060428849902534;31.968810916179336;24.485596707818928;30.79922027290448;16.374269005847953,0.7014925479888916,‚¶
ji,Hiragana,7.5892857142857135;2.6785714285714284;0;22.767857142857142;34.82142857142857;40.625;0.2232142857142857;0;0;0;42.129629629629626;0;0;0;0;43.75;0;0;0;7.366071428571429;21.875;30.357142857142854;24.047619047619047;23.4375;38.169642857142854,0.568345308303833,‚¶
ji,Hiragana,19.157088122605366;0;27.011494252873565;35.75317604355717;0;27.77777777777778;0;0.3703703703703704;0.5263157894736842;0;28.544061302681996;0;0;0;0;36.2962962962963;0;0;0;10.925925925925926;21.26436781609195;28.85662431941924;25.478927203065133;27.586206896551722;18.39080459770115,0.6258503198623657,‚¶
ji,Hiragana,27.40740740740741;0;0;31.746031746031743;44.93827160493827;44.761904761904766;0;0;0;9.523809523809524;40.98765432098765;0;0;0;0;43.095238095238095;0;0;0;4.523809523809524;35.80246913580247;29.100529100529098;26.913580246913583;33.5978835978836;17.28395061728395,0.5328466892242432,‚¶
ji,Hiragana,21.794871794871796;0;0;43.333333333333336;40.256410256410255;33.33333333333333;0;0;0;0;36.666666666666664;0;0;0;0;44;0;0;12.266666666666666;26.93333333333333;34.87179487179487;30.512820512820515;31.73076923076923;29.230769230769234;0.7692307692307693,0.59375,‚¶
zu,Hiragana,0;0;24.23076923076923;3.8461538461538463;49.45054945054945;22.045855379188712;22.22222222222222;43.333333333333336;22.57495590828924;5.64373897707231;0;38.64468864468865;39.80769230769231;0;0;0;11.46384479717813;37.03703703703704;0;0;0;15.934065934065933;26.153846153846157;0;0,0.7878788113594055,‚¸
zu,Hiragana,0;0;23.809523809523807;6.739811912225706;37.11001642036125;22.108843537414966;23.214285714285715;40.30612244897959;21.915584415584416;6.802721088435375;0;53.91849529780565;23.809523809523807;0;0;0;11.2012987012987;23.809523809523807;0;0;0;30.877742946708466;9.195402298850574;0;0,0.748251736164093,‚¸
zu,Hiragana,0;0;18.796992481203006;2.976190476190476;40.67460317460318;20.238095238095237;21.428571428571427;45.86466165413533;21.626984126984127;6.944444444444445;0;18.106995884773664;47.368421052631575;0;0;0;20.634920634920633;58.08270676691729;0;0;0;0;31.390977443609025;0;0,0.6546762585639954,‚¸
zu,Hiragana,0;18.9083820662768;0.9259259259259258;15.009746588693956;43.51851851851852;23.214285714285715;42.857142857142854;29.28571428571429;21.616541353383457;22.5;1.8518518518518516;48.927875243664715;14.25925925925926;0;0;9.285714285714286;42.4812030075188;28.214285714285715;0;0;0;25.730994152046783;6.666666666666667;0;0,0.7153284549713135,‚¸
zu,Hiragana,0;0;32.70588235294118;11.333333333333332;43.333333333333336;26.666666666666668;24;53.88235294117647;24;6.666666666666667;0;50;53.17647058823529;0;0;0;8.88888888888889;32.70588235294118;0;0;0;0;34.11764705882353;0;0,0.7120000123977661,‚¸
ze,Hiragana,0;3.3068783068783065;0;0;34.39153439153439;0;25;0.5486968449931412;17.46031746031746;1.455026455026455;22.939560439560438;42.582417582417584;23.076923076923077;42.032967032967036;15.934065934065933;0;22.883597883597883;0;13.095238095238097;0;0;21.296296296296298;24.828532235939644;22.75132275132275;7.4074074074074066,1.037313461303711,‚º
ze,Hiragana,0;11.68639053254438;0;2.9585798816568047;28.402366863905325;0;27.384615384615387;0.15384615384615385;22.30769230769231;0;28.402366863905325;37.426035502958584;34.319526627218934;32.84023668639053;18.34319526627219;11.538461538461538;11.538461538461538;21.69230769230769;0;0;3.9940828402366866;33.875739644970416;23.5207100591716;10.355029585798817;0,1.015625,‚º
ze,Hiragana,0;3.0797101449275366;0;12.13768115942029;26.27599243856333;0;29.347826086956523;4.3478260869565215;25.905797101449274;8.88468809073724;26.84310018903592;46.01449275362319;35.34971644612476;39.130434782608695;26.08695652173913;0;25.543478260869566;0.5671077504725899;0.18115942028985507;0;0;37.5;26.46502835538752;26.08695652173913;3.0245746691871456,1.017391324043274,‚º
ze,Hiragana,0;14.933837429111533;10.869565217391305;16.257088846880908;36.48393194706994;17.958412098298677;34.02646502835538;38.405797101449274;13.988657844990549;19.848771266540645;28.442028985507246;20.833333333333336;38.02083333333333;12.5;1.9927536231884055;26.08695652173913;0.7561436672967864;13.22463768115942;0;0;10.58601134215501;34.78260869565217;26.6304347826087;20.982986767485823;0,1,‚º
ze,Hiragana,0;12.8698224852071;0;3.5502958579881656;38.88888888888889;0;25.076923076923073;0;14.461538461538462;8.74074074074074;24.643874643874643;42.15976331360947;23.076923076923077;38.31360946745562;10.968660968660968;0;26.923076923076923;0;6.153846153846154;0;0;23.816568047337277;26.638176638176635;23.076923076923077;8.547008547008547,1.0390625,‚º
